english,basque,context
production capacity,ekoizpen-gaitasun,Technological Sciences > Food technology
production capacity,ekoizpen-ahalmen,Mathematics > Operations research
production capacity,ekoizpen-ahalmen,Economic Sciences > General economics
profit,irabazi,Economic Sciences > Economic theory
profit, mozkin,Economic Sciences > Economic theory
profit,irabazi,Economic Sciences > General economics
profit, mozkin,Economic Sciences > General economics
profit,mozkin,Technological Sciences > Projects
profit,mozkin,Mathematics > Analysis and functional analysis
profit,aprobetxamendu,Technological Sciences > Environmental technology and engineering
profit,irabazi,Economic Sciences > Organization and management of enterprises
profit, mozkin,Economic Sciences > Organization and management of enterprises
profit and loss,emaitza-kontu,Economic Sciences > General economics
profit and loss, galdu-irabazien kontu,Economic Sciences > General economics
profit and loss,galdu-irabaziak,Economic Sciences > Organization and management of enterprises
project,proiektu,Technological Sciences > Environmental technology and engineering
project,proiektu,Technological Sciences > Projects
project,proiektatu,Technological Sciences > Industrial technology
property,propietate,Mathematics > Analysis and functional analysis
property,propietate,Mathematics > Algebra
property,ibilgetu material,Economic Sciences > General economics
property,propietate,Medical Sciences > Pharmaceutical Technology
protective measure,babes-neurri,Medical Sciences > Medical diagnostic and Treatment Technology
protective measure,ekintza babestaile,Technological Sciences > Environmental technology and engineering
protective measure, neurri babesle,Technological Sciences > Environmental technology and engineering
pulse,pultsu,Technological Sciences > Telecommunications technology
pulse,pultsu,Physics > Electro-magnetism
pulse,pultsu,Physics > Aplied Physics
pulse,pultsu,Chemistry > Organic chemistry
pulse,bulkada,Life sciences > Animal Biology
pulse,pultsu,Medical Sciences > Pharmaceutical Technology
quality assurance,kalitate-ziurtapen,Medical Sciences > Nutritional sciences
quality assurance,kalitate-berme,Technological Sciences > Projects
quantile,kintil,Life sciences > Biochemistry and Molecular Biology
quantile,koantil,Mathematics > Statistics
quantity,kantitate,Technological Sciences > Instrumentation technology
quantity,magnitude,Physics > Mechanics
quantity,magnitude,Physics > General Physics specialities
quantity,magnitude,Physics > Electro-magnetism
quantity, magnitude fisiko,Physics > Electro-magnetism
rack,gradila,Life sciences > Biochemistry and Molecular Biology
rack, tentegailu,Life sciences > Biochemistry and Molecular Biology
rack,kremailera,Technological Sciences > Mechanical engineering and technology
radius,erradial,Life sciences > Animal Biology
radius,erradio,Physics > Electro-magnetism
radius,erradio,Mathematics > Analysis and functional analysis
radius,erradio,Physics > General Physics specialities
radius,erradio,Medical Sciences > Pharmaceutical Technology
radius,erradio,Technological Sciences > Mechanical engineering and technology
range,multzo euskarri,Mathematics > Topology
range,irudi multzo,Mathematics > Analysis and functional analysis
range, irudi-multzo,Mathematics > Analysis and functional analysis
range,hein,Mathematics > Statistics
range,helmen,Physics > Theoretical physics
range, irismen,Physics > Theoretical physics
range,ibiltarte,Economic Sciences > Econometrics
range,gama,Economic Sciences > Organization and management of enterprises
range,lerrokatu,Physics > Aplied Physics
range,barruti,Technological Sciences > Telecommunications technology
rate,indize,Medical Sciences > Pharmacology
rate, maiztasun,Medical Sciences > Pharmacology
rate,abiadura,Medical Sciences > Pharmaceutical Technology
rate,tasa,Medical Sciences > Public health
rate,abiadura,Technological Sciences > Environmental technology and engineering
rate,abiadura,Chemistry > Physical chemistry
rate,tasa,Mathematics > Analysis and functional analysis
rate,tarifa,Technological Sciences > Projects
rate,tasa,Technological Sciences > Telecommunications technology
ratio,arrazoi,Medical Sciences > Public health
ratio,ratio,Economic Sciences > Financial Accounting
ratio,ratio,Life sciences > Biochemistry and Molecular Biology
ratio,arrazoi,Physics > Electro-magnetism
ratio, zatidura,Physics > Electro-magnetism
ratio,arrazoi,Mathematics > Analysis and functional analysis
reactive,erreaktibo,Chemistry > Analytical chemistry
reactive,erreakzionatzaile,Chemistry > Physical chemistry
reactive,erreaktibo,Technological Sciences > Electrical technology and engineering
reactor,erreaktore,Technological Sciences > Environmental technology and engineering
reactor,erreaktore,Medical Sciences > Pharmaceutical Technology
reactor,bobina,Technological Sciences > Electrical technology and engineering
reactor, haril,Technological Sciences > Electrical technology and engineering
real GDP,Barne Produktu Gordin erreal,Economic Sciences > Economic theory
real GDP, BPG erreal,Economic Sciences > Economic theory
real GDP,barne-produktu gordin erreal,Economic Sciences > General economics
real GDP, barne-produktu gordina prezio arruntetan,Economic Sciences > General economics
real GDP, BPGd erreal,Economic Sciences > General economics
reception,harrera,Life sciences > Animal Biology
reception,abegi,Technological Sciences > Environmental technology and engineering
redox potential,erredukzio potentzial,Chemistry > Analytical chemistry
redox potential,erredox potentzial,Technological Sciences > Environmental technology and engineering
redox reaction,erredox-erreakzio,Chemistry > Analytical chemistry
redox reaction,erredox erreakzio,Chemistry > Organic chemistry
redox reaction,redox erreakzio,Life sciences > Biochemistry and Molecular Biology
redox reaction,erredox erreakzio,Technological Sciences > Environmental technology and engineering
redox reaction, oxidazio-erredukzio erreakzio,Technological Sciences > Environmental technology and engineering
reflux,birfluxu,Medical Sciences > Pharmacology
reflux,birfluxu,Chemistry > Organic chemistry
reflux,atzerafluxu,Life sciences > Human physiology
reflux,errefluxu,Technological Sciences > Food technology
regular function,funtzio erregular,Physics > General Physics specialities
regular function,funtzio analitiko,Mathematics > Analysis and functional analysis
regulation,eraenketa,Life sciences > Animal Biology
regulation, erregulazio,Life sciences > Animal Biology
regulation,erregulazio,Medical Sciences > Pharmacology
regulation,erregulazio,Economic Sciences > Economic theory
regulation,araudi,Technological Sciences > Projects
regulation, arautegi,Technological Sciences > Projects
regulation, arauketa,Technological Sciences > Projects
regulation, erregulazio,Technological Sciences > Projects
regulation,erregelamendu,Technological Sciences > Electrical technology and engineering
regulation,araudi,Medical Sciences > Nutritional sciences
regulation, arautegi,Medical Sciences > Nutritional sciences
release,desarra-mekanismo,Technological Sciences > Electrical technology and engineering
release, desarragailu,Technological Sciences > Electrical technology and engineering
release, desarratzaile,Technological Sciences > Electrical technology and engineering
release,askapen,Medical Sciences > Pharmaceutical Technology
release,bertsio,Technological Sciences > Computer technology
release,askapen,Medical Sciences > Pharmacology
release,askatu,Technological Sciences > Environmental technology and engineering
release, emisio,Technological Sciences > Environmental technology and engineering
release, igorpen,Technological Sciences > Environmental technology and engineering
release, isuri,Technological Sciences > Environmental technology and engineering
release, isurketa,Technological Sciences > Environmental technology and engineering
release, isurpen,Technological Sciences > Environmental technology and engineering
remainder,hondakin,Life sciences > Microbiology
remainder,hondar,Mathematics > Analysis and functional analysis
remainder,hondar,Mathematics > Algebra
requirement,betebehar,Technological Sciences > Projects
requirement, betekizun,Technological Sciences > Projects
requirement,betebehar,Technological Sciences > Computer technology
requirement,eskakizun,Medical Sciences > Pharmaceutical Technology
requirement,eskakizun,Technological Sciences > Instrumentation technology
residue,hondakin,Medical Sciences > Pharmaceutical Technology
residue,hondakin,Life sciences > Microbiology
residue,hondakin,Life sciences > Cell biology
residue,hondar,Chemistry > Physical chemistry
residue,errefus,Technological Sciences > Environmental technology and engineering
residue, hondakin,Technological Sciences > Environmental technology and engineering
residue, hondar,Technological Sciences > Environmental technology and engineering
residue,hondar,Mathematics > Analysis and functional analysis
respiratory system,arnas aparatu,Life sciences > Animal Biology
respiratory system, arnas sistema,Life sciences > Animal Biology
respiratory system,arnas aparatu,Medical Sciences > Pharmacology
respiratory system,arnas-sistema,Chemistry > Organic chemistry
respiratory system,arnas-aparatu,Life sciences > Human physiology
respiratory tract,arnas-aparatu,Life sciences > Microbiology
respiratory tract,arnasbide,Medical Sciences > Pharmaceutical Technology
rest,atseden,Life sciences > Animal Biology
rest,geldiune,Physics > Aplied Physics
rest, pausagune,Physics > Aplied Physics
rest,pausagune,Physics > Fluids (physics of)
rest,pausagune,Physics > Electro-magnetism
rest,pausagune,Physics > Mechanics
rest,hondar,Life sciences > Biochemistry and Molecular Biology
retraction,erretrakzio,Mathematics > Topology
retraction,tiradura,Medical Sciences > Pathology
return,errendimendu,Economic Sciences > Economic theory
return, etekin,Economic Sciences > Economic theory
return,itzulera,Technological Sciences > Environmental technology and engineering
return,errendimendu,Economic Sciences > Organization and management of enterprises
return, etekin,Economic Sciences > Organization and management of enterprises
return, rappel,Economic Sciences > Organization and management of enterprises
ring,espira,Physics > Aplied Physics
ring,eraztun,Physics > Electro-magnetism
ring,eraztun,Mathematics > Algebra
ring,eraztun,Technological Sciences > Mechanical engineering and technology
RNA virus,RNA birus,Life sciences > Microbiology
RNA virus,RNA birus,Medical Sciences > Microbiology
RNA virus,RNA-birus,Life sciences > Biochemistry and Molecular Biology
rod,hagaxka,Technological Sciences > Electrical technology and engineering
rod, lur-konexioko pika,Technological Sciences > Electrical technology and engineering
rod, lur-zikai,Technological Sciences > Electrical technology and engineering
rod, pika,Technological Sciences > Electrical technology and engineering
rod, zikai,Technological Sciences > Electrical technology and engineering
rod,hagatxo,Technological Sciences > Industrial technology
rod, hagaxka,Technological Sciences > Industrial technology
rod,makila,Life sciences > Human physiology
rod,marka,Technological Sciences > Construction technology
roof,teilatu,Technological Sciences > Construction technology
roof, estalki,Technological Sciences > Construction technology
roof,teilatu,Technological Sciences > Projects
roof,estalki,Technological Sciences > Environmental technology and engineering
rotation,biraketa,Physics > Theoretical physics
rotation,biraketa,Medical Sciences > Pharmaceutical Technology
rotation,biraketa,Technological Sciences > Electrical technology and engineering
rotation,errotazio,Technological Sciences > Construction technology
rotation,biraketa,Physics > Mechanics
rotation, errotazio,Physics > Mechanics
rotation,biraketa,Physics > Electro-magnetism
rotation, errotazio,Physics > Electro-magnetism
rotation,biraketa,Technological Sciences > Environmental technology and engineering
rotation, errotazio,Technological Sciences > Environmental technology and engineering
rotation,biraketa,Physics > Aplied Physics
rotation, biratze,Physics > Aplied Physics
rotation, errotazio,Physics > Aplied Physics
rotation,biraketa,Mathematics > Analysis and functional analysis
rotation, erreboluzio,Mathematics > Analysis and functional analysis
rotation,biraketa,Physics > General Physics specialities
rotation,biraketa,Life sciences > Biochemistry and Molecular Biology
rotation,biraketa,Mathematics > Algebra
saddle point,inflexio-puntu,Chemistry > Organic chemistry
saddle point,zela-puntu,Mathematics > Analysis and functional analysis
saddle point, zeladura-puntu,Mathematics > Analysis and functional analysis
safety factor,segurtasun-faktore,Technological Sciences > Electrical technology and engineering
safety factor,segurtasun-faktore,Technological Sciences > Environmental technology and engineering
safety factor,segurtasun koefiziente,Technological Sciences > Construction technology
sample,lagin,Chemistry > Organic chemistry
sample,lagin,Medical Sciences > Microbiology
sample,lagin,Technological Sciences > Electronic technology
sample,lagin,Medical Sciences > Pharmacology
sample,lagin,Chemistry > Analytical chemistry
sample,lagin,Life sciences > Microbiology
sample,lagin,Life sciences > Cell biology
sample,lagin,Life sciences > Biochemistry and Molecular Biology
sample,lagindu,Physics > Electro-magnetism
sample,lagindu,Technological Sciences > Telecommunications technology
sample, lagin,Technological Sciences > Telecommunications technology
sample,lagin,Mathematics > Statistics
sample,lagin,Technological Sciences > Environmental technology and engineering
sample,lagin,Chemistry > Physical chemistry
sample,lagin,Medical Sciences > Pharmaceutical Technology
sample,lagin,Economic Sciences > Econometrics
sampling rate,laginketa-abiadura,Technological Sciences > Telecommunications technology
sampling rate, lagintze-abiadura,Technological Sciences > Telecommunications technology
sampling rate,lagintze-maiztasun,Technological Sciences > Computer technology
scale,eskala,Mathematics > Analysis and functional analysis
scale,balantza,Chemistry > Physical chemistry
scale,eskala,Physics > General Physics specialities
scale, balantza,Physics > General Physics specialities
scale,eskala,Technological Sciences > Mechanical engineering and technology
scale, eskalan jarri,Technological Sciences > Mechanical engineering and technology
scale,eskala,Medical Sciences > Pharmaceutical Technology
scale,eskala,Technological Sciences > Industrial technology
scale,eskala,Earth and Space Sciences > Geology
scale,eskala,Physics > Aplied Physics
scale,eskalatu,Technological Sciences > Telecommunications technology
scale,eskala,Technological Sciences > Electrical technology and engineering
scale,eskala,Technological Sciences > Projects
scale,eskala,Technological Sciences > Construction technology
scale,eskala,Technological Sciences > Environmental technology and engineering
scale,eskala,Physics > Electro-magnetism
scale,eskala,Technological Sciences > Electronic technology
scatter,barreiatu,Physics > Electro-magnetism
scatter, dispertsatu,Physics > Electro-magnetism
scatter,dispertsio,Technological Sciences > Construction technology
scatter, sakabanatze,Technological Sciences > Construction technology
schedule,kronograma,Technological Sciences > Projects
schedule,plangintza,Technological Sciences > Computer technology
scope,esparru,Technological Sciences > Computer technology
scope,irispen,Technological Sciences > Projects
scope, nondik norako,Technological Sciences > Projects
scope, norainoko,Technological Sciences > Projects
screen,ordenadore-pantaila,Technological Sciences > Industrial technology
screen,pantaila,Technological Sciences > Electrical technology and engineering
screen,bahetu,Technological Sciences > Environmental technology and engineering
screen,pantaila,Technological Sciences > Electronic technology
screen,pantailatu,Physics > Aplied Physics
screening,bilaketa sistematiko,Medical Sciences > Microbiology
screening, screening,Medical Sciences > Microbiology
screening,baheketa,Life sciences > Biochemistry and Molecular Biology
screening,baheketa-prozesu,Medical Sciences > Public health
screening,baheketa,Technological Sciences > Chemical technology and engineering
screening,baheketa,Technological Sciences > Environmental technology and engineering
screening, proiektu-baztertze,Technological Sciences > Environmental technology and engineering
screening, screening,Technological Sciences > Environmental technology and engineering
seal,estankotasun-juntura,Technological Sciences > Mechanical engineering and technology
seal,zigilu,Medical Sciences > Pharmaceutical Technology
search,bilaketa,Technological Sciences > Computer technology
search,azterketa,Medical Sciences > Pharmaceutical Technology
secant line,zuzen sekante,Mathematics > Analysis and functional analysis
secant line,ebakitzaile,Technological Sciences > Mechanical engineering and technology
secant line, lerro ebakitzaile,Technological Sciences > Mechanical engineering and technology
secretion,jariatze,Life sciences > Animal Biology
secretion, sekrezio,Life sciences > Animal Biology
secretion,jariapen,Life sciences > Cell biology
secretion,jariapen,Life sciences > Microbiology
secretion,jariakin,Life sciences > Human physiology
secretion,jariaketa,Medical Sciences > Pharmacology
secretion, jariapen,Medical Sciences > Pharmacology
secretion,jariakin,Medical Sciences > Microbiology
section,sekzio,Physics > Fluids (physics of)
section,sekzio,Technological Sciences > Electrical technology and engineering
section,sekzio,Mathematics > Analysis and functional analysis
section,ebaketa,Technological Sciences > Projects
section, ebakidura,Technological Sciences > Projects
section,ebakidura,Physics > Electro-magnetism
section, sekzio,Physics > Electro-magnetism
section,ebaki,Technological Sciences > Mechanical engineering and technology
section, moztu,Technological Sciences > Mechanical engineering and technology
section,sekzio,Technological Sciences > Industrial technology
section,ebakidura,Technological Sciences > Construction technology
section, sekzio,Technological Sciences > Construction technology
sedimentation rate,sedimentazio-tasa,Earth and Space Sciences > Geology
sedimentation rate,jalkiera-abiadura,Technological Sciences > Environmental technology and engineering
sedimentation rate, sedimentazio-abiadura,Technological Sciences > Environmental technology and engineering
self-inductance,autoinduktantzia,Physics > Electro-magnetism
self-inductance,autoindukzio,Technological Sciences > Electrical technology and engineering
self-inductance, induktantzia,Technological Sciences > Electrical technology and engineering
sequence,sekuentzia,Life sciences > Biochemistry and Molecular Biology
sequence,sekuentzia,Technological Sciences > Environmental technology and engineering
sequence,segida,Mathematics > Analysis and functional analysis
sequence, sekuentzia,Mathematics > Analysis and functional analysis
sequence,segida,Physics > General Physics specialities
sequence,DNA-sekuentzia,Life sciences > Cell biology
sequence, sekuentzia,Life sciences > Cell biology
sequence,sekuentzia,Technological Sciences > Electrical technology and engineering
sequence,progresio,Physics > Electro-magnetism
sequence, segida,Physics > Electro-magnetism
sequence,segida,Technological Sciences > Computer technology
sequence, sekuentzia,Technological Sciences > Computer technology
sequence,segida,Mathematics > Algebra
set,multzo,Mathematics > Statistics
set,multzo,Mathematics > Analysis and functional analysis
set,multzo,Physics > General Physics specialities
set,multzo,Mathematics > Algebra
set,doitu,Technological Sciences > Electrical technology and engineering
set, erregulatu,Technological Sciences > Electrical technology and engineering
settlement,likidazio,Economic Sciences > Organization and management of enterprises
settlement,populaketa,Technological Sciences > Environmental technology and engineering
settlement, populatze,Technological Sciences > Environmental technology and engineering
shake,irabiatu,Technological Sciences > Food technology
shake,astinaldi,Technological Sciences > Environmental technology and engineering
shape,karrakatu,Technological Sciences > Mechanical engineering and technology
shape, limatu,Technological Sciences > Mechanical engineering and technology
shape,forma,Technological Sciences > Industrial technology
shear stress,zizaila-esfortzu,Earth and Space Sciences > Geology
shear stress,ebakidura-esfortzu,Technological Sciences > Construction technology
shear stress, esfortzu ebakitzailea,Technological Sciences > Construction technology
shear stress,ebakidura-esfortzu,Physics > Mechanics
shear stress, ebakidura-tentsio,Physics > Mechanics
shear stress, tentsio tangentzial,Physics > Mechanics
shear stress,ebakidura-esfortzu,Physics > Fluids (physics of)
sheet,xafla,Physics > Fluids (physics of)
sheet,xafla,Technological Sciences > Electrical technology and engineering
sheet,xafla,Technological Sciences > Industrial technology
sheet,orri,Technological Sciences > Mechanical engineering and technology
sheet,lamina,Medical Sciences > Medical diagnostic and Treatment Technology
sheet,plaka,Physics > Electro-magnetism
sheet, xafla,Physics > Electro-magnetism
sheet,xafla,Technological Sciences > Environmental technology and engineering
sheet metal,xafla,Technological Sciences > Mechanical engineering and technology
sheet metal,xafla eroale,Physics > Electro-magnetism
shell,maskor,Technological Sciences > Environmental technology and engineering
shell,azal,Technological Sciences > Projects
shell,oskol,Technological Sciences > Construction technology
shell,oskol,Physics > Electro-magnetism
shield,ezkutu,Earth and Space Sciences > Geology
shield,pantailatu,Physics > Aplied Physics
shift,lerrakuntza,Physics > Theoretical physics
shift,txanda,Economic Sciences > Organization and management of enterprises
shift,lerrakuntza,Physics > Electro-magnetism
shift,lerrakuntza,Chemistry > Organic chemistry
side,hegal,Technological Sciences > Environmental technology and engineering
side, magal,Technological Sciences > Environmental technology and engineering
side,alde,Physics > Electro-magnetism
side,alde,Technological Sciences > Industrial technology
side,alde,Mathematics > Analysis and functional analysis
sieve,bahe,Technological Sciences > Environmental technology and engineering
sieve,bahe,Medical Sciences > Pharmaceutical Technology
sieve,bahetu,Technological Sciences > Chemical technology and engineering
slab,geruza,Physics > Electro-magnetism
slab,lauza,Technological Sciences > Mechanical engineering and technology
solution,disoluzio,Physics > Fluids (physics of)
solution,disoluzio,Chemistry > Physical chemistry
solution,ebazpen,Mathematics > Analysis and functional analysis
solution, soluzio,Mathematics > Analysis and functional analysis
solution,disoluzio,Technological Sciences > Environmental technology and engineering
solution, soluzio,Technological Sciences > Environmental technology and engineering
solution,soluzio,Physics > General Physics specialities
solution,soluzio,Mathematics > Operations research
solution,disoluzio,Chemistry > Analytical chemistry
solution,disoluzio,Technological Sciences > Electronic technology
solution,soluzio,Mathematics > Algebra
sound,zunda,Earth and Space Sciences > Metereology and Oceanography
sound,soinu,Physics > Aplied Physics
sound,zunda,Technological Sciences > Environmental technology and engineering
sound, soinu,Technological Sciences > Environmental technology and engineering
sound,soinu,Physics > Electro-magnetism
source,iturri,Physics > Electro-magnetism
source,iturri,Technological Sciences > Electrical technology and engineering
source, iturri elektriko,Technological Sciences > Electrical technology and engineering
source,iturri,Physics > Aplied Physics
source,iturri,Technological Sciences > Electronic technology
source,iturburu-puntu,Mathematics > Operations research
source,iturri,Medical Sciences > Pharmaceutical Technology
source,iturri,Chemistry > Analytical chemistry
source,igorle,Technological Sciences > Environmental technology and engineering
source, iturburu,Technological Sciences > Environmental technology and engineering
source, iturri,Technological Sciences > Environmental technology and engineering
source, sorburu,Technological Sciences > Environmental technology and engineering
span,span,Technological Sciences > Telecommunications technology
span,argi,Technological Sciences > Construction technology
spin,spin,Physics > Thermodynamics
spin,spin,Physics > Theoretical physics
spin,spin,Physics > Electro-magnetism
spin,espin,Chemistry > Organic chemistry
spin,spin,Medical Sciences > Medical diagnostic and Treatment Technology
spin,biratu,Technological Sciences > Electrical technology and engineering
spread,barreiadura,Mathematics > Statistics
spread, sakabanatze,Mathematics > Statistics
spread,hedapen,Life sciences > Microbiology
spread,dispertsio,Technological Sciences > Construction technology
spread, sakabanatze,Technological Sciences > Construction technology
spring,malguki,Technological Sciences > Industrial technology
spring,malguki,Technological Sciences > Mechanical engineering and technology
spring,malguki,Physics > General Physics specialities
spring,malguki,Medical Sciences > Pharmaceutical Technology
spring,iturburu,Technological Sciences > Environmental technology and engineering
spring, iturri,Technological Sciences > Environmental technology and engineering
spring,malguki,Physics > Aplied Physics
square,karratu,Mathematics > Algebra
square,eskuaira,Technological Sciences > Mechanical engineering and technology
square,karratu,Mathematics > Analysis and functional analysis
square, lauki,Mathematics > Analysis and functional analysis
square,plaza,Technological Sciences > Projects
stabilizing agent,apar-egonkortzaile,Life sciences > Biochemistry and Molecular Biology
stabilizing agent,agente egonkortzaile,Technological Sciences > Environmental technology and engineering
stabilizing agent, egonkortzaile,Technological Sciences > Environmental technology and engineering
staining,koloreztapen,Life sciences > Cell biology
staining, koloreztapen-prozesu,Life sciences > Cell biology
staining,tindaketa,Medical Sciences > Dentistry
staining,tindaketa,Medical Sciences > Microbiology
staining, tindatze,Medical Sciences > Microbiology
standard,patroi,Medical Sciences > Pharmaceutical Technology
standard,arau,Technological Sciences > Mechanical engineering and technology
standard, estandarizazio-arau,Technological Sciences > Mechanical engineering and technology
standard,arau,Technological Sciences > Projects
standard, norma,Technological Sciences > Projects
standard, arau estandar,Technological Sciences > Projects
standard, estandar,Technological Sciences > Projects
standard, norma estandar,Technological Sciences > Projects
standard,patroi,Chemistry > Analytical chemistry
standard,arau estandar,Technological Sciences > Computer technology
standard, estandar,Technological Sciences > Computer technology
standard deviation,desbideratze estandar,Medical Sciences > Pharmaceutical Technology
standard deviation,desbiderapen tipiko,Economic Sciences > Econometrics
standard deviation,desbiazio estandar,Life sciences > Biochemistry and Molecular Biology
standard deviation, desbideratze estandar,Life sciences > Biochemistry and Molecular Biology
standard deviation, desbideratze tipiko,Life sciences > Biochemistry and Molecular Biology
standard deviation,desbidazio estandar,Chemistry > Analytical chemistry
standard deviation,desbiderapen estandar,Technological Sciences > Telecommunications technology
standard deviation, desbiderapen tipiko,Technological Sciences > Telecommunications technology
standard deviation,desbideratze estandar,Technological Sciences > Environmental technology and engineering
standard deviation, desbideratze normal,Technological Sciences > Environmental technology and engineering
standard deviation, dispertsio-koefiziente,Technological Sciences > Environmental technology and engineering
standard deviation, sakabanatze-koefiziente,Technological Sciences > Environmental technology and engineering
standard deviation,desbiderapen estandar,Mathematics > Statistics
standard deviation, desbideratze estandar,Mathematics > Statistics
standard normal distribution,banaketa normal estandarizatua,Mathematics > Statistics
standard normal distribution,banaketa normal arrunt,Economic Sciences > Econometrics
standard normal distribution, banaketa normal simple,Economic Sciences > Econometrics
standard normal distribution," N(0,1)",Economic Sciences > Econometrics
standardization,estandarizazio,Technological Sciences > Projects
standardization, normalizazio,Technological Sciences > Projects
standardization,estandarizazio,Mathematics > Statistics
standardization,estandarizazio,Technological Sciences > Food technology
standardization,arauketa,Technological Sciences > Industrial technology
standardization, normalizazio,Technological Sciences > Industrial technology
standardization,arauketa,Technological Sciences > Mechanical engineering and technology
standardization, normalizazio,Technological Sciences > Mechanical engineering and technology
Staphylococcus,Staphylococcus,Medical Sciences > Microbiology
Staphylococcus,estafilokoko,Medical Sciences > Pharmacology
state,erregimen,Technological Sciences > Electrical technology and engineering
state,erregimen,Technological Sciences > Telecommunications technology
state,erregimen,Physics > Fluids (physics of)
state,egoera,Physics > Electro-magnetism
state,egoera,Technological Sciences > Computer technology
state,egoera,Medical Sciences > Pharmacology
state,egoera,Physics > General Physics specialities
state,egoera,Chemistry > Physical chemistry
state,estadio,Life sciences > Animal Biology
state,egoera,Technological Sciences > Instrumentation technology
state,egoera,Physics > Theoretical physics
state of stress,esfortzu-erregimen,Earth and Space Sciences > Geology
state of stress,tentsio-egoera,Technological Sciences > Construction technology
stationary phase,fase geldikor,Chemistry > Analytical chemistry
stationary phase,hazkuntza-fase egonkor,Medical Sciences > Microbiology
stationary phase,fase geldikor,Life sciences > Biochemistry and Molecular Biology
stationary phase,fase geldikor,Technological Sciences > Environmental technology and engineering
stationary phase, egoera egonkor,Technological Sciences > Environmental technology and engineering
stationary phase, egoera geldikor,Technological Sciences > Environmental technology and engineering
steady state,egoera egonkor,Technological Sciences > Electrical technology and engineering
steady state, egoera iraunkor,Technological Sciences > Electrical technology and engineering
steady state, erregimen egonkor,Technological Sciences > Electrical technology and engineering
steady state, erregimen iraunkor,Technological Sciences > Electrical technology and engineering
steady state,erregimen iraunkor,Physics > Fluids (physics of)
steady state,egoera iraunkor,Physics > Electro-magnetism
steady state, erregimen iraunkor,Physics > Electro-magnetism
steady state,egoera egonkor,Technological Sciences > Electronic technology
steady state, erregimen geldikor,Technological Sciences > Electronic technology
steady state, erregimen iraunkor,Technological Sciences > Electronic technology
steady state,oreka-egoera,Life sciences > Biochemistry and Molecular Biology
steady state,egoera egonkor,Technological Sciences > Environmental technology and engineering
steady state, egoera geldikor,Technological Sciences > Environmental technology and engineering
steady state,egoera geldikor,Physics > General Physics specialities
steady-state,egoera geldikor,Technological Sciences > Electrical technology and engineering
steady-state,erregimen iraunkor,Technological Sciences > Telecommunications technology
steam,ur-lurrun,Technological Sciences > Environmental technology and engineering
steam,lurrun,Medical Sciences > Pharmaceutical Technology
stock solution,hasierako kontzentrazio,Chemistry > Analytical chemistry
stock solution, disoluzio-patroi,Chemistry > Analytical chemistry
stock solution,disoluzio ama,Chemistry > Physical chemistry
store,metatu,Technological Sciences > Electrical technology and engineering
store,biltegi,Economic Sciences > Organization and management of enterprises
store,memoria,Technological Sciences > Computer technology
store,biltegi,Medical Sciences > Pharmaceutical Technology
store,metatu,Physics > Aplied Physics
strap,zinta,Technological Sciences > Electrical technology and engineering
strap, zumitz,Technological Sciences > Electrical technology and engineering
strap, zumitz-armadura,Technological Sciences > Electrical technology and engineering
strap,uhal,Medical Sciences > Pharmaceutical Technology
strap,zumitz,Technological Sciences > Mechanical engineering and technology
stress,estres,Medical Sciences > Pharmacology
stress,esfortzu,Technological Sciences > Electrical technology and engineering
stress,esfortzu,Earth and Space Sciences > Geology
stress,indar,Medical Sciences > Pharmaceutical Technology
stress,esfortzu,Technological Sciences > Construction technology
stress, tentsio,Technological Sciences > Construction technology
stress,esfortzu,Physics > Fluids (physics of)
string,korda,Technological Sciences > Construction technology
string, soka,Technological Sciences > Construction technology
string,karaktere-kate,Technological Sciences > Computer technology
string, kate,Technological Sciences > Computer technology
stroke,garuneko istripu baskular,Medical Sciences > Pharmacology
stroke, iktus,Medical Sciences > Pharmacology
stroke,ibiltarte,Technological Sciences > Mechanical engineering and technology
stroke, karrera,Technological Sciences > Mechanical engineering and technology
stroke volume,bolumen sistoliko,Life sciences > Human physiology
stroke volume,sistole-bolumen,Life sciences > Animal Biology
stroke volume,eiekzio-frakzio,Medical Sciences > Pathology
sulfonamide,sulfonamida,Chemistry > Organic chemistry
sulfonamide,sulfamida,Medical Sciences > Microbiology
supply,elikadura,Technological Sciences > Electrical technology and engineering
supply, hornidura,Technological Sciences > Electrical technology and engineering
supply, hornitu,Technological Sciences > Electrical technology and engineering
supply,eskaintza,Mathematics > Operations research
supply,eskaintza,Economic Sciences > General economics
supply,eskaintza,Economic Sciences > Economic theory
supply,horniketa,Economic Sciences > Organization and management of enterprises
supply, hornikuntza,Economic Sciences > Organization and management of enterprises
surface area,azalera,Technological Sciences > Electronic technology
surface area,azalera,Mathematics > Analysis and functional analysis
surface area,gainazal-azalera,Technological Sciences > Environmental technology and engineering
surface area,azalera,Physics > Electro-magnetism
surface area,azalera,Technological Sciences > Industrial technology
surface wave,azaleko uhin,Technological Sciences > Environmental technology and engineering
surface wave,gainazal-uhin,Physics > Electro-magnetism
survey,galdetegi,Technological Sciences > Environmental technology and engineering
survey, ingurumen-faktoreen gaineko galdetegi,Technological Sciences > Environmental technology and engineering
survey,zundaketa,Technological Sciences > Projects
survey,lur-neurketa,Technological Sciences > Construction technology
survey,zundaldi,Economic Sciences > Econometrics
switch,etengailu,Technological Sciences > Electrical technology and engineering
