basque,spanish,context
oinarri, fundamento,Juridical Sciences & Law > Constitutional law
oinarrizko arau,norma fundamental,Juridical Sciences & Law > Law Philosophy
oinarrizko arau,regla básica,Technological Sciences > Projects
oinarrizko eragiketa,operación básica,Technological Sciences > Environmental technology and engineering
oinarrizko eragiketa, operación unitaria,Technological Sciences > Environmental technology and engineering
oinarrizko eragiketa,operación elemental,Mathematics > Algebra
oinarrizko lege,ley de bases,Juridical Sciences & Law > Constitutional law
oinarrizko lege,ley fundamental,Technological Sciences > Environmental technology and engineering
oinarrizko magnitude,magnitud fundamental,Technological Sciences > Environmental technology and engineering
oinarrizko magnitude,magnitud básica,Physics > General Physics specialities
oinarrizko magnitude,magnitud básica,Technological Sciences > Mechanical engineering and technology
oinarrizko magnitude, magnitud fundamental,Technological Sciences > Mechanical engineering and technology
oinarrizko unitate,unidad básica,Physics > General Physics specialities
oinarrizko unitate,unidad fundamental,Technological Sciences > Environmental technology and engineering
oligosakarido,oligosacárido,Life sciences > Biochemistry and Molecular Biology
oligosakarido,azúcar,Life sciences > Cell biology
oligosakarido, carbohidrato,Life sciences > Cell biology
oligosakarido, glúcido,Life sciences > Cell biology
onarpen,aceptación,Education sciences
onarpen,aceptación,Juridical Sciences & Law > Labour and Social Security law
onarpen,aceptación,Juridical Sciences & Law > Finance law
onarpen,estimación,Juridical Sciences & Law > Procedural law
onarpen,aceptación,Juridical Sciences & Law > Civil law
onartu,aceptar,Juridical Sciences & Law > Procedural law
onartu,reconocer,Juridical Sciences & Law > Constitutional law
ondare neto,patrimonio neto,Juridical Sciences & Law > Finance law
ondare neto,beneficio neto,Economic Sciences > General economics
ondasun,bien,Economic Sciences > General economics
ondasun,bien,Juridical Sciences & Law > Civil law
ondasun,bien,Economic Sciences > Economic accounting
ondasun,bien,Juridical Sciences & Law > Constitutional law
ondasun,bien,Mathematics > Analysis and functional analysis
ondasun,patrimonio,Economic Sciences > Organization and management of enterprises
ondasun,bien patrimonial,Juridical Sciences & Law > Labour and Social Security law
ondasun,bien,Technological Sciences > Projects
ondasun,bien,Economic Sciences > Economic theory
ondasun higigarri,bien mobiliario,Juridical Sciences & Law > Labour and Social Security law
ondasun higigarri,bien mueble,Juridical Sciences & Law > Finance law
ondasun higigarri,bien mueble,Juridical Sciences & Law > Civil law
ondasunen enbargo,embargo patrimonial,Juridical Sciences & Law > Labour and Social Security law
ondasunen enbargo,embargo de bienes,Juridical Sciences & Law > Procedural law
ondorengo,sucesor,Juridical Sciences & Law > Finance law
ondorengo,sucesor,Juridical Sciences & Law > Roman law
ondorengo,complicación,Medical Sciences > Microbiology
ondorengo,sucesor,Juridical Sciences & Law > Constitutional law
ondorio,conclusión,Technological Sciences > Projects
ondorio,consecuencia,Medical Sciences > Pharmacology
ondorio,consecuencia,Education sciences
ondorio,conclusión,Mathematics > Analysis and functional analysis
ondoz ondoko ebakidurak,cortes sucesivos,Technological Sciences > Mechanical engineering and technology
ondoz ondoko ebakidurak,secciones sucesivas,Technological Sciences > Industrial technology
ontzi,recipiente,Physics > Fluids (physics of)
ontzi,envase,Medical Sciences > Pharmacology
ontzi,recipiente,Chemistry > Physical chemistry
ontzi, vaso,Chemistry > Physical chemistry
ordainagiri,recibo,Economic Sciences > Economic accounting
ordainagiri,recibo,Juridical Sciences & Law > Civil law
ordainagiri,recibo del salario,Juridical Sciences & Law > Labour and Social Security law
ordainagiri,recibo,Economic Sciences > Organization and management of enterprises
ordainbide,medio de pago,Juridical Sciences & Law > Finance law
ordainbide,procedimiento de abono,Juridical Sciences & Law > Labour and Social Security law
ordaindu,abonar,Juridical Sciences & Law > Finance law
ordaindu,pagar,Economic Sciences > Economic accounting
ordaindu,pagar,Economic Sciences > Organization and management of enterprises
ordainketa,abono,Juridical Sciences & Law > Labour and Social Security law
ordainketa,pago,Juridical Sciences & Law > Finance law
ordainketa,pago,Economic Sciences > Organization and management of enterprises
ordainketa,pago,Economic Sciences > General economics
ordainketa,retribución,Juridical Sciences & Law > Criminal law
ordainketa,pago,Economic Sciences > Economic accounting
ordainketa-epe,payment period,Economic Sciences > Financial Accounting
ordainketa-epe, periodo de pago,Economic Sciences > Financial Accounting
ordainketa-epe,plazo de abono,Juridical Sciences & Law > Labour and Social Security law
ordainsari,retribución,Juridical Sciences & Law > Administrative law
ordainsari,contraprestación,Juridical Sciences & Law > Finance law
ordainsari,honorarios,Technological Sciences > Projects
ordainsari,paga,Economic Sciences > Organization and management of enterprises
ordainsari, remuneración,Economic Sciences > Organization and management of enterprises
ordainsari,lansari,Juridical Sciences & Law > Labour and Social Security law
ordainsari, retribución,Juridical Sciences & Law > Labour and Social Security law
ordainsari, sueldo,Juridical Sciences & Law > Labour and Social Security law
ordena,orden,Physics > Thermodynamics
ordena,orden,Technological Sciences > Telecommunications technology
ordena,orden,Life sciences > Microbiology
ordena,orden,Mathematics > Algebra
ordena,orden,Medical Sciences > Microbiology
ordena,orden,Mathematics > Analysis and functional analysis
ordena,orden,Physics > General Physics specialities
ordena,orden,Chemistry > Physical chemistry
ordena,ordenamiento,Juridical Sciences & Law > Law Philosophy
ordezkapen,sustitución,Technological Sciences > Electrical technology and engineering
ordezkapen,sustitución,Life sciences > Cell biology
ordezkapen,sustitución,Juridical Sciences & Law > Roman law
ordezkapen,sustitución,Juridical Sciences & Law > Finance law
ordezkapen,substitución,Mathematics > Analysis and functional analysis
ordezkapen, sustitución,Mathematics > Analysis and functional analysis
ordezkapen,representación,Juridical Sciences & Law > Administrative law
ordezkatu,representada,Juridical Sciences & Law > Civil law
ordezkatu, representado,Juridical Sciences & Law > Civil law
ordezkatu,representar,Juridical Sciences & Law > Administrative law
ordezkatu,sustituir,Economic Sciences > Economic accounting
ordezko,Sustituto,Juridical Sciences & Law > Finance law
ordezko, Tributu erlazioan subjektu zehatz bat da: Sustituto del conribuyente,Juridical Sciences & Law > Finance law
ordezko,sustituto,Juridical Sciences & Law > Roman law
organo eskudun,órgano con competencia,Technological Sciences > Environmental technology and engineering
organo eskudun,órgano competente,Juridical Sciences & Law > Finance law
osagai,componente,Technological Sciences > Environmental technology and engineering
osagai,artículo,Economic Sciences > Organization and management of enterprises
osagai, componente,Economic Sciences > Organization and management of enterprises
osagai,componente,Chemistry > Physical chemistry
osagai,componente,Mathematics > Analysis and functional analysis
osagai,componente,Medical Sciences > Pharmaceutical Technology
osagai,componente,Technological Sciences > Instrumentation technology
osagai,componente,Technological Sciences > Construction technology
osagai,ingrediente,Medical Sciences > Nutritional sciences
osagai,componente,Technological Sciences > Computer technology
osagai,componente,Mathematics > Algebra
osagai,componente,Technological Sciences > Electronic technology
osagai,integrante,Juridical Sciences & Law > Constitutional law
osagai,componente,Physics > Thermodynamics
osagai,componente,Physics > Aplied Physics
osagai,componente,Technological Sciences > Electrical technology and engineering
osagai, elemento,Technological Sciences > Electrical technology and engineering
osagai aktibo,componente activo,Technological Sciences > Electronic technology
osagai aktibo, elemento activo,Technological Sciences > Electronic technology
osagai aktibo,principio activo,Chemistry > Organic chemistry
osagai lineal,elemento lineal,Technological Sciences > Electrical technology and engineering
osagai lineal,componente lineal,Technological Sciences > Electronic technology
osagarri,complementario,Life sciences > Biochemistry and Molecular Biology
osagarri,complemento,Mathematics > Algebra
osagarri,complemento,Medical Sciences > Microbiology
osagarri,complemento,Economic Sciences > Organization and management of enterprises
osagarri,complementario,Mathematics > Topology
osasun-sistema,sistema de salud,Education sciences
osasun-sistema,sistema sanitario,Medical Sciences > Public health
osasun-sistema,sistema de salud,Juridical Sciences & Law > Canon law
oskol,cáscara,Technological Sciences > Construction technology
oskol,cascarón,Physics > Electro-magnetism
osotasun,plenitud,Juridical Sciences & Law > Law Philosophy
osotasun,integridad,Juridical Sciences & Law > Constitutional law
osotasun,completitud,Mathematics > Analysis and functional analysis
osotasun,integridad,Medical Sciences > Pharmaceutical Technology
osotasun,integridad,Juridical Sciences & Law > Canon law
ostalari,húesped,Life sciences > Microbiology
ostalari,huésped,Medical Sciences > Pharmacology
ostalari,hospedador,Life sciences > Biochemistry and Molecular Biology
ostalari,hospedador,Chemistry > Organic chemistry
ostalari,huésped,Medical Sciences > Microbiology
ostalari,anfitrión,Technological Sciences > Computer technology
oxidazio-prozesu,proceso oxidativo,Medical Sciences > Pharmaceutical Technology
oxidazio-prozesu,proceso de oxidación,Technological Sciences > Environmental technology and engineering
paralelo,paralela,Mathematics > Algebra
paralelo,paralela,Mathematics > Analysis and functional analysis
paralelo,paralelo,Technological Sciences > Construction technology
paralelo,paralelo,Physics > Aplied Physics
paralelo,paralelo,Technological Sciences > Electronic technology
paralelo-elkarketa,conexión en paralelo,Technological Sciences > Electronic technology
paralelo-elkarketa,asociación en paralelo,Technological Sciences > Electrical technology and engineering
paralelo-elkarketa,asociación en paralelo,Physics > Electro-magnetism
pareta,pared celular,Life sciences > Cell biology
pareta,pared,Technological Sciences > Construction technology
pertsona-zuzenbide,derecho de personas,Juridical Sciences & Law > Roman law
pertsona-zuzenbide,derecho de la persona,Juridical Sciences & Law > Civil law
pH-metro,pH-metro,Chemistry > Analytical chemistry
pH-metro,pH-metro,Technological Sciences > Environmental technology and engineering
pH-metro, pHmetro,Technological Sciences > Environmental technology and engineering
pH-metro,peachímetro,Life sciences > Biochemistry and Molecular Biology
piezakatze-plano,plano de despiece,Technological Sciences > Mechanical engineering and technology
piezakatze-plano,dibujo de despiece,Technological Sciences > Industrial technology
piezakatze-plano, dibujo de montaje,Technological Sciences > Industrial technology
pikor,grano,Life sciences > Cell biology
pikor,gránulo,Technological Sciences > Environmental technology and engineering
pikor, grano,Technological Sciences > Environmental technology and engineering
pikor,granulo,Medical Sciences > Pharmaceutical Technology
pikor,grano,Earth and Space Sciences > Geology
pitzadura,fisura,Technological Sciences > Construction technology
pitzadura,fisura,Technological Sciences > Environmental technology and engineering
pitzadura, grieta,Technological Sciences > Environmental technology and engineering
pitzadura, hendidura,Technological Sciences > Environmental technology and engineering
pitzadura,hendidura,Earth and Space Sciences > Geology
plaka,placa,Technological Sciences > Environmental technology and engineering
plaka,placa,Medical Sciences > Medical diagnostic and Treatment Technology
plaka, radiografía,Medical Sciences > Medical diagnostic and Treatment Technology
plaka,placa,Technological Sciences > Electronic technology
plaka,chapa,Physics > Electro-magnetism
plaka, lámina,Physics > Electro-magnetism
plaka,placa,Physics > Aplied Physics
plaka,placa,Earth and Space Sciences > Geology
plaka,placa,Technological Sciences > Electrical technology and engineering
plaka,placa,Medical Sciences > Pharmaceutical Technology
plaka,placa,Technological Sciences > Construction technology
plasmido,plásmido,Life sciences > Microbiology
plasmido,plásmido,Life sciences > Biochemistry and Molecular Biology
plasmido,plasmid,Life sciences > Cell biology
plasmido,plásmido,Medical Sciences > Microbiology
polo,polo celular,Life sciences > Cell biology
polo,polo,Technological Sciences > Environmental technology and engineering
polo,polo,Physics > Aplied Physics
polo,polo,Physics > General Physics specialities
polo,polo,Technological Sciences > Electrical technology and engineering
polo,polo,Physics > Theoretical physics
polo,polo,Physics > Electro-magnetism
ponpa,bomba,Medical Sciences > Pharmaceutical Technology
ponpa,bomba,Physics > Fluids (physics of)
ponpa,bomba de bombeo,Technological Sciences > Electrical technology and engineering
ponpa,bomba,Technological Sciences > Environmental technology and engineering
ponpa,bomba,Chemistry > Physical chemistry
ponpa,bomba,Medical Sciences > Pharmacology
populazio,población,Mathematics > Statistics
populazio,población,Economic Sciences > Econometrics
populazio,populación,Medical Sciences > Pharmacology
porrot,fracaso,Mathematics > Statistics
porrot,quiebra,Economic Sciences > Organization and management of enterprises
portaera,comportamiento,Physics > Electro-magnetism
portaera,conducta,Juridical Sciences & Law > Criminal law
portaera,comportamiento,Technological Sciences > Construction technology
portaera,comportamiento,Juridical Sciences & Law > Law Philosophy
portaera, conducta,Juridical Sciences & Law > Law Philosophy
portaera, conducta humana,Juridical Sciences & Law > Law Philosophy
portaera, proceder,Juridical Sciences & Law > Law Philosophy
portaera,comportamiento,Juridical Sciences & Law > Labour and Social Security law
portaera,comportamiento,Technological Sciences > Environmental technology and engineering
posizio-bektore,radio vector,Physics > Mechanics
posizio-bektore, vector de posición,Physics > Mechanics
posizio-bektore, vector posición,Physics > Mechanics
posizio-bektore,vector posición,Technological Sciences > Construction technology
posizio-bektore,vector de posición,Physics > Electro-magnetism
potentzia-xurgapen,absorción de potencia,Physics > Electro-magnetism
potentzia-xurgapen,disipación de potencia,Technological Sciences > Electronic technology
prebentzio-neurri,medidas de prevención,Life sciences > Microbiology
prebentzio-neurri,medida preventiva,Juridical Sciences & Law > Procedural law
prebentzio-neurri,medida preventiva,Medical Sciences > Nutritional sciences
premiazko egoera,situación de necesidad,Juridical Sciences & Law > Administrative law
premiazko egoera,estado de necesidad,Juridical Sciences & Law > International law
premiazko egoera,urgente necesidad,Juridical Sciences & Law > Constitutional law
probabilitate-dentsitate,densidad de probabilidad,Physics > Thermodynamics
probabilitate-dentsitate,función de densidad,Mathematics > Statistics
probabilitate-dentsitate,densidad de probabilidad,Physics > General Physics specialities
probabilitate-dentsitate,densidad de probabilidad,Physics > Theoretical physics
profil-bista,vista de perfil,Technological Sciences > Mechanical engineering and technology
profil-bista,vista lateral,Technological Sciences > Industrial technology
proliferazio zelular,proliferación,Life sciences > Cell biology
proliferazio zelular,proliferación celular,Life sciences > Biochemistry and Molecular Biology
promes egin,prometer solemnemente,Juridical Sciences & Law > Roman law
promes egin,prometer,Juridical Sciences & Law > Law Philosophy
propietate,propiedades,Chemistry > Analytical chemistry
propietate,propiedad,Mathematics > Analysis and functional analysis
propietate,propiedad,Medical Sciences > Pharmaceutical Technology
propietate,propiedad,Mathematics > Algebra
proposamen,propuesta,Technological Sciences > Projects
proposamen,proposición,Juridical Sciences & Law > Criminal law
prozesamendu,procesamiento,Technological Sciences > Computer technology
prozesamendu,procesado,Technological Sciences > Environmental technology and engineering
RNA birus,virus ARN,Life sciences > Microbiology
RNA birus,virus RNA,Medical Sciences > Microbiology
S<sub>v</sub>,entropía de vaporización,Chemistry > Physical chemistry
S<sub>v</sub>,S<sub>v</sub>,Technological Sciences > Environmental technology and engineering
S<sub>v</sub>, sólidos volátiles,Technological Sciences > Environmental technology and engineering
sabel,antinodo,Physics > General Physics specialities
sabel, vientre,Physics > General Physics specialities
sabel,abdomen,Medical Sciences > Pharmacology
saiakuntza,tentativa,Juridical Sciences & Law > Criminal law
saiakuntza,experimento,Physics > General Physics specialities
saiakuntza,ensayo,Technological Sciences > Environmental technology and engineering
saiakuntza, experimento,Technological Sciences > Environmental technology and engineering
saiakuntza, prueba,Technological Sciences > Environmental technology and engineering
saiakuntza,experimento,Physics > Electro-magnetism
saiakuntza,ensayo,Medical Sciences > Pharmaceutical Technology
saiakuntza,ensayo,Technological Sciences > Electrical technology and engineering
saiakuntza,experimento,Physics > Aplied Physics
saio,ensayo,Life sciences > Biochemistry and Molecular Biology
saio,ensayo,Medical Sciences > Pharmacology
saio,prueba,Physics > General Physics specialities
salaketa,acusación,Juridical Sciences & Law > Roman law
salaketa,denuncia,Juridical Sciences & Law > Procedural law
salaketa,denuncia,Juridical Sciences & Law > Administrative law
salatzaile,denunciante,Juridical Sciences & Law > Constitutional law
salatzaile,denunciante,Juridical Sciences & Law > Finance law
salatzaile,delator,Juridical Sciences & Law > Roman law
salatzaile,denunciante,Juridical Sciences & Law > Procedural law
salbuespen,excepción,Juridical Sciences & Law > Constitutional law
salbuespen,excepción,Technological Sciences > Computer technology
salbuespen,exención,Juridical Sciences & Law > Finance law
salerosketa,compra-venta,Economic Sciences > Economic accounting
salerosketa,compraventa,Juridical Sciences & Law > Roman law
salerosketa,compraventa,Economic Sciences > Organization and management of enterprises
salerosketa,compraventa,Economic Sciences > General economics
salerosketa,compreventa,Juridical Sciences & Law > Civil law
salneurri,precio de venta,Medical Sciences > Pharmacology
salneurri,precio,Juridical Sciences & Law > Civil law
salneurri,precio de venta,Economic Sciences > General economics
salneurri,precio de venta,Economic Sciences > Organization and management of enterprises
salneurri,precio de venta,Technological Sciences > Projects
salneurri,precio de venta,Economic Sciences > Economic accounting
sarbide,acceso,Education sciences
sarbide, entrada,Education sciences
sarbide,acceso,Technological Sciences > Telecommunications technology
sarbide,entrada,Medical Sciences > Pharmaceutical Technology
sarbide,acceso,Technological Sciences > Instrumentation technology
sareta,celosia,Technological Sciences > Electrical technology and engineering
sareta,celosía,Technological Sciences > Mechanical engineering and technology
sareta,retícula,Technological Sciences > Computer technology
sareta,celosía,Technological Sciences > Construction technology
sari,prima,Economic Sciences > Economic accounting
sari,prima,Economic Sciences > Organization and management of enterprises
sari,recompensa,Juridical Sciences & Law > Criminal law
sarrera,entrada,Technological Sciences > Computer technology
sarrera,ingreso,Juridical Sciences & Law > Finance law
sarrera,ingreso,Economic Sciences > General economics
sarrera,entrada,Technological Sciences > Instrumentation technology
sarrera,ingreso,Economic Sciences > Organization and management of enterprises
sarrera,entrada,Technological Sciences > Telecommunications technology
sarrera, señal de entrada,Technological Sciences > Telecommunications technology
sarrera,introducción,Juridical Sciences & Law > Constitutional law
sarrera,ingreso,Economic Sciences > Economic theory
sarrera,entrada,Technological Sciences > Electrical technology and engineering
segida,progresión,Physics > Electro-magnetism
segida, sucesión,Physics > Electro-magnetism
segida,secuencia,Technological Sciences > Computer technology
segida,sucesión,Mathematics > Algebra
segida,serie,Earth and Space Sciences > Geology
segida, sucesión,Earth and Space Sciences > Geology
segida,progresión,Mathematics > Analysis and functional analysis
segida, secuencia,Mathematics > Analysis and functional analysis
segida, sucesión,Mathematics > Analysis and functional analysis
segida,sucesión,Physics > General Physics specialities
segida,sucesión,Technological Sciences > Environmental technology and engineering
segmentu lineal,segmento,Physics > Electro-magnetism
segmentu lineal, segmento lineal,Physics > Electro-magnetism
segmentu lineal,segmento de línea,Technological Sciences > Telecommunications technology
segmentu lineal,segmento lineal,Technological Sciences > Mechanical engineering and technology
sendotasun,estabilidad,Technological Sciences > Environmental technology and engineering
sendotasun,robustez,Economic Sciences > Econometrics
sendotasun,robustez,Technological Sciences > Computer technology
serie-elkarketa,asociación en serie,Physics > Electro-magnetism
serie-elkarketa, conexión en serie,Physics > Electro-magnetism
serie-elkarketa,asociación en serie,Technological Sciences > Electrical technology and engineering
serie-elkarketa,conexión en serie,Technological Sciences > Electronic technology
serie-konexio,asociación en serie,Physics > Electro-magnetism
serie-konexio, conexión en serie,Physics > Electro-magnetism
serie-konexio,conexión en serie,Technological Sciences > Electronic technology
serie-konexio,conexión en serie,Physics > Aplied Physics
serie-konexio,conexión en serie,Technological Sciences > Electrical technology and engineering
serie-konexio,conexión cascada,Technological Sciences > Telecommunications technology
serie-konexio, conexión serie,Technological Sciences > Telecommunications technology
seromota,serovariedad,Medical Sciences > Microbiology
seromota,serotipo,Medical Sciences > Public health
sistema endokrino,sistema endocrino,Life sciences > Animal Biology
sistema endokrino, sistema hormonal,Life sciences > Animal Biology
sistema endokrino,sitema endocrino,Life sciences > Human physiology
soinu-intentsitate,intensidad del sonido,Physics > Aplied Physics
soinu-intentsitate,intensidad del sonido,Physics > General Physics specialities
soinu-intentsitate,intensidad sonora,Physics > Electro-magnetism
soinu-uhin,onda sonora,Physics > Aplied Physics
soinu-uhin,onda de sonido,Medical Sciences > Medical diagnostic and Treatment Technology
soinu-uhin,onda acústica,Technological Sciences > Environmental technology and engineering
soinu-uhin, onda sonora,Technological Sciences > Environmental technology and engineering
soinu-uhin,onda sonora,Physics > General Physics specialities
soldata,salario,Juridical Sciences & Law > Roman law
soldata,salario,Economic Sciences > Economic theory
soldata,salario,Economic Sciences > Organization and management of enterprises
soldata, sueldo,Economic Sciences > Organization and management of enterprises
soldata,lansari,Juridical Sciences & Law > Labour and Social Security law
soldata, retribución,Juridical Sciences & Law > Labour and Social Security law
soldata, sueldo,Juridical Sciences & Law > Labour and Social Security law
soldata,salario,Economic Sciences > General economics
soldata, sueldo,Economic Sciences > General economics
soldata,sueldo,Economic Sciences > Economic accounting
solido zurrun,sólido rígido,Physics > Aplied Physics
solido zurrun,sólido rígido,Physics > General Physics specialities
solido zurrun,sólido rígido,Technological Sciences > Construction technology
solido zurrun,cuerpo rígido,Physics > Mechanics
solido zurrun, cuerpo sólido,Physics > Mechanics
solido zurrun,cuerpo rígido,Physics > Electro-magnetism
solido zurrun, sólido rígido,Physics > Electro-magnetism
soluzio,solución,Mathematics > Algebra
soluzio,solución,Mathematics > Operations research
soluzio,solución,Physics > General Physics specialities
soluzio,disolución,Technological Sciences > Environmental technology and engineering
soluzio,solución,Mathematics > Analysis and functional analysis
sorketa,creación,Technological Sciences > Instrumentation technology
sorketa,generación,Technological Sciences > Telecommunications technology
sorta,haz,Mathematics > Analysis and functional analysis
sorta,lote,Medical Sciences > Nutritional sciences
sorta,lote,Economic Sciences > Organization and management of enterprises
sorta,haz,Medical Sciences > Medical diagnostic and Treatment Technology
sortu,devengar,Economic Sciences > Economic accounting
sortu,generar,Physics > Aplied Physics
sortzaile,generatriz,Technological Sciences > Mechanical engineering and technology
sortzaile,generador,Physics > Theoretical physics
sortzaile,generatriz,Technological Sciences > Industrial technology
sortzapen-epe,plazo de devengo,Juridical Sciences & Law > Labour and Social Security law
sortzapen-epe,periodo de generación,Juridical Sciences & Law > Finance law
sozietate nagusi,sociedad principal,Economic Sciences > Economic accounting
sozietate nagusi,sociedad dominante,Juridical Sciences & Law > Finance law
sozietateen gaineko zerga,impuesto sobre la renta de sociedades,Economic Sciences > Economic accounting
sozietateen gaineko zerga, impuesto sobre sociedades,Economic Sciences > Economic accounting
sozietateen gaineko zerga,impuesto sobre sociedades,Juridical Sciences & Law > Finance law
sozietateen gaineko zerga,impuesto de sociedades,Economic Sciences > Organization and management of enterprises
spin,espín,Physics > Thermodynamics
spin,espín,Physics > Theoretical physics
spin,spin,Physics > Electro-magnetism
spin,spin,Medical Sciences > Medical diagnostic and Treatment Technology
stock,stock,Economic Sciences > Economic theory
stock,existencias,Economic Sciences > Organization and management of enterprises
stock, stocks,Economic Sciences > Organization and management of enterprises
stock,acción,Economic Sciences > General economics
stock, inventario,Economic Sciences > General economics
stock, stock,Economic Sciences > General economics
substantzia organiko,substancia orgánica,Chemistry > Physical chemistry
substantzia organiko,compuesto orgánico,Technological Sciences > Environmental technology and engineering
substantzia organiko, sustancia orgánica,Technological Sciences > Environmental technology and engineering
substratu,"substrato, sustrato",Earth and Space Sciences > Geology
substratu,substrato,Medical Sciences > Pharmaceutical Technology
substratu,substrato,Technological Sciences > Environmental technology and engineering
substratu, sustrato,Technological Sciences > Environmental technology and engineering
substratu,sustrato,Life sciences > Animal Biology
substratu,sustrato,Life sciences > Cell biology
substratu,sustrato,Chemistry > Organic chemistry
substratu,sustrato,Technological Sciences > Electronic technology
substratu,substrato,Life sciences > Biochemistry and Molecular Biology
substratu, sustrato,Life sciences > Biochemistry and Molecular Biology
superabit,excedente,Economic Sciences > Economic theory
superabit, superabit,Economic Sciences > Economic theory
superabit,superávit,Economic Sciences > Economic accounting
talka,colisión,Technological Sciences > Environmental technology and engineering
talka,colisión,Technological Sciences > Computer technology
talka,choque,Physics > Electro-magnetism
talka, colisión,Physics > Electro-magnetism
talka,colisión,Earth and Space Sciences > Geology
talka,choque,Physics > General Physics specialities
talka, colisión,Physics > General Physics specialities
talka,percusión,Medical Sciences > Pharmaceutical Technology
talka,colisión,Physics > Mechanics
talka,choque,Physics > Aplied Physics
talka, colisión,Physics > Aplied Physics
tenperatura-aldaketa,cambio de temperatura,Medical Sciences > Pharmaceutical Technology
tenperatura-aldaketa,incremento de temperatura,Chemistry > Physical chemistry
tentsio,tensión,Technological Sciences > Environmental technology and engineering
tentsio,diferencia de potencial,Life sciences > Animal Biology
tentsio, voltaje,Life sciences > Animal Biology
tentsio,diferencia de potencial,Physics > Electro-magnetism
tentsio, tensión,Physics > Electro-magnetism
tentsio,diferencia de potencial,Technological Sciences > Electronic technology
tentsio, tensión,Technological Sciences > Electronic technology
tentsio, tensión eléctrica,Technological Sciences > Electronic technology
tentsio,tensión,Physics > Aplied Physics
tentsio,tensión,Medical Sciences > Pharmaceutical Technology
tentsio,diferencia de potencial,Physics > General Physics specialities
tentsio," tensión, voltaje",Physics > General Physics specialities
tentsio, tensión,Physics > General Physics specialities
tentsio,diferencia de potencial,Technological Sciences > Electrical technology and engineering
tentsio, tensión,Technological Sciences > Electrical technology and engineering
tentsio, tensión eléctrica,Technological Sciences > Electrical technology and engineering
tentsio, voltaje,Technological Sciences > Electrical technology and engineering
tentsio,tensión,Physics > Mechanics
tentsio,tensión,Technological Sciences > Construction technology
tentsio,tensión,Medical Sciences > Pharmacology
test,test,Medical Sciences > Pharmaceutical Technology
test,test,Medical Sciences > Pharmacology
test,contraste,Economic Sciences > Econometrics
tolestura,plegamiento,Life sciences > Cell biology
tolestura, pliegue,Life sciences > Cell biology
tolestura,plegamiento,Technological Sciences > Environmental technology and engineering
tolestura,plegamiento,Life sciences > Biochemistry and Molecular Biology
tolestura,plegamiento,Earth and Space Sciences > Geology
tolestura,pliegue,Technological Sciences > Mechanical engineering and technology
transferentziazko RNA,RNA de transferencia,Life sciences > Biochemistry and Molecular Biology
transferentziazko RNA, tARN,Life sciences > Biochemistry and Molecular Biology
transferentziazko RNA,ARN de transferencia,Life sciences > Cell biology
transferentziazko RNA, ARNt,Life sciences > Cell biology
transformatu,transformar,Technological Sciences > Electrical technology and engineering
transformatu,transformar,Mathematics > Analysis and functional analysis
transformatu, transformada,Mathematics > Analysis and functional analysis
transformatu,transformada,Physics > General Physics specialities
transformatu,transformada,Physics > Theoretical physics
translazio,translación,Mathematics > Analysis and functional analysis
translazio, traslación,Mathematics > Analysis and functional analysis
translazio,movimiento de translación,Physics > Aplied Physics
translazio, traslación,Physics > Aplied Physics
translazio,traslación,Technological Sciences > Construction technology
translazio,translación,Physics > Mechanics
translazio-higidura,movimiento de translación,Physics > Mechanics
translazio-higidura,movimiento de translación,Technological Sciences > Construction technology
translazio-higidura,movimiento de traslación,Technological Sciences > Mechanical engineering and technology
translazio-higidura,movimiento de translación,Physics > Aplied Physics
translazio-higidura, traslación,Physics > Aplied Physics
transmisio,transmisión,Physics > Electro-magnetism
transmisio,transmisión,Education sciences
transmisio,transmisión,Juridical Sciences & Law > Civil law
transmisio,transmisión,Physics > Optics
transmisio,emisión,Technological Sciences > Telecommunications technology
transmisio, transmisión,Technological Sciences > Telecommunications technology
transmisio,transmisión,Technological Sciences > Instrumentation technology
transmisio,trasmisión,Physics > General Physics specialities
transmisio-bide,vía de transmisión,Life sciences > Microbiology
transmisio-bide,vía de transmisión,Medical Sciences > Microbiology
transmisio-bide,mecanismo de transmisión,Medical Sciences > Public health
transmisio-bide,medio de transmisión,Technological Sciences > Telecommunications technology
transmisio-bide,medio de transmisión,Technological Sciences > Instrumentation technology
tratatu,procesar,Technological Sciences > Computer technology
tratatu,acuerdo,Juridical Sciences & Law > International law
tratatu, convenio,Juridical Sciences & Law > International law
tratatu, tratado,Juridical Sciences & Law > International law
tratatu,tratado,Juridical Sciences & Law > Constitutional law
trenkada,septo,Life sciences > Cell biology
trenkada,tabique,Technological Sciences > Construction technology
tresna,instrumento,Education sciences
tresna,dispositivo,Technological Sciences > Instrumentation technology
tresna,herramienta,Technological Sciences > Mechanical engineering and technology
tresna,aparato,Technological Sciences > Electrical technology and engineering
tresna, dispositivo,Technological Sciences > Electrical technology and engineering
tresna,instrumento,Juridical Sciences & Law > Constitutional law
tresna,dispositivo,Physics > Aplied Physics
tresna,instrumento,Chemistry > Physical chemistry
tresna optiko,herramienta óptica,Physics > Optics
tresna optiko,instrumento óptico,Physics > Electro-magnetism
tresneria,aparamenta,Technological Sciences > Electrical technology and engineering
tresneria,utillaje,Technological Sciences > Mechanical engineering and technology
