english,basque,context
respiratory system,arnas-sistema,Chemistry > Organic chemistry
respiratory system,arnas-aparatu,Life sciences > Human physiology
respiratory tract,arnas-aparatu,Life sciences > Microbiology
respiratory tract,arnasbide,Medical Sciences > Pharmaceutical Technology
rest,atseden,Life sciences > Animal Biology
rest,geldiune; pausagune,Physics > Aplied Physics
rest,pausagune,Physics > Fluids (physics of)
rest,pausagune,Physics > Electro-magnetism
rest,pausagune,Physics > Mechanics
rest,hondar,Life sciences > Biochemistry and Molecular Biology
restoration,berriztatze,Technological Sciences > Projects
restoration,berriztapen,Technological Sciences > Environmental technology and engineering
restriction,murrizketa,Economic Sciences > Econometrics
restriction,mugapen,Economic Sciences > Organization and management of enterprises
restriction,murrizketa,Mathematics > Operations research
restriction,murrizketa,Mathematics > Analysis and functional analysis
restriction,errestrikzio,Life sciences > Biochemistry and Molecular Biology
restriction,murrizketa,Mathematics > Algebra
retraction,erretrakzio,Mathematics > Topology
retraction,tiradura,Medical Sciences > Pathology
return,errendimendu; etekin,Economic Sciences > Economic theory
return,itzulera,Technological Sciences > Environmental technology and engineering
return,errendimendu; etekin; rappel,Economic Sciences > Organization and management of enterprises
returns to scale,eskala-errendimenduak; eskala-etekinak; eskalako etekinak,Economic Sciences > Economic theory
returns to scale,eskalako etekin,Economic Sciences > General economics
reuptake inhibitor,birxurgapenaren inhibitzaile,Medical Sciences > Pharmacology
reuptake inhibitor,errekaptazioaren inhibitzaile,Chemistry > Organic chemistry
reversal,alderantzikapen; alderanzketa,Physics > Theoretical physics
reversal,inbertsio,Technological Sciences > Telecommunications technology
revolution,bira,Technological Sciences > Industrial technology
revolution,biraketa; erreboluzio,Mathematics > Analysis and functional analysis
revolution,bira,Physics > Electro-magnetism
revolution,bira,Physics > Aplied Physics
ring,espira,Physics > Aplied Physics
ring,eraztun,Physics > Electro-magnetism
ring,eraztun,Mathematics > Algebra
ring,eraztun,Technological Sciences > Mechanical engineering and technology
RNA virus,RNA birus,Life sciences > Microbiology
RNA virus,RNA birus,Medical Sciences > Microbiology
RNA virus,RNA-birus,Life sciences > Biochemistry and Molecular Biology
rod,hagaxka; lur-konexioko pika; lur-zikai; pika; zikai,Technological Sciences > Electrical technology and engineering
rod,hagatxo; hagaxka,Technological Sciences > Industrial technology
rod,makila,Life sciences > Human physiology
rod,marka,Technological Sciences > Construction technology
roll,ijetzi,Technological Sciences > Construction technology
roll,ijeztu,Technological Sciences > Mechanical engineering and technology
ROM memory,memoria hil; Read-Only Memory,Technological Sciences > Electronic technology
ROM memory,ROM memoria; soilik irakurtzeko memoria,Technological Sciences > Computer technology
roof,teilatu; estalki,Technological Sciences > Construction technology
roof,teilatu,Technological Sciences > Projects
roof,estalki,Technological Sciences > Environmental technology and engineering
room temperature,giro-tenperatura,Medical Sciences > Pharmaceutical Technology
room temperature,giro-tenperatura,Technological Sciences > Chemical technology and engineering
room temperature,giro-tenperatura,Life sciences > Biochemistry and Molecular Biology
room temperature,inguruko tenperatura,Chemistry > Physical chemistry
room temperature,giro-tenperatura,Technological Sciences > Food technology
room temperature,giro-tenperatura,Chemistry > Analytical chemistry
room temperature,giro-tenperatura,Chemistry > Organic chemistry
room temperature,ingurumen-tenperatura,Life sciences > Microbiology
room temperature,giro-tenperatura,Physics > Aplied Physics
rotary motion,biraketa-higidura; errotazio-higidura,Technological Sciences > Construction technology
rotary motion,errotazio-mugimendu,Physics > Aplied Physics
rotation,biraketa,Physics > Theoretical physics
rotation,biraketa,Medical Sciences > Pharmaceutical Technology
rotation,biraketa,Technological Sciences > Electrical technology and engineering
rotation,errotazio,Technological Sciences > Construction technology
rotation,biraketa; errotazio,Physics > Mechanics
rotation,biraketa; errotazio,Physics > Electro-magnetism
rotation,biraketa; errotazio,Technological Sciences > Environmental technology and engineering
rotation,biraketa; biratze; errotazio,Physics > Aplied Physics
rotation,biraketa; erreboluzio,Mathematics > Analysis and functional analysis
rotation,biraketa,Physics > General Physics specialities
rotation,biraketa,Life sciences > Biochemistry and Molecular Biology
rotation,biraketa,Mathematics > Algebra
row vector,errenkada-bektore,Mathematics > Algebra
row vector,hilara-bektore,Physics > Thermodynamics
rubber,kautxo,Technological Sciences > Environmental technology and engineering
rubber,goma; kautxu,Chemistry > Physical chemistry
rubber,kautxu,Technological Sciences > Mechanical engineering and technology
rubber,kautxu,Medical Sciences > Pharmaceutical Technology
saddle point,inflexio-puntu,Chemistry > Organic chemistry
saddle point,zela-puntu; zeladura-puntu,Mathematics > Analysis and functional analysis
safety factor,segurtasun-faktore,Technological Sciences > Electrical technology and engineering
safety factor,segurtasun-faktore,Technological Sciences > Environmental technology and engineering
safety factor,segurtasun koefiziente,Technological Sciences > Construction technology
safety glasses,babes-betaurreko,Life sciences > Biochemistry and Molecular Biology
safety glasses,segurtasun-betaurreko,Chemistry > Physical chemistry
sample,lagin,Chemistry > Organic chemistry
sample,lagin,Medical Sciences > Microbiology
sample,lagin,Technological Sciences > Electronic technology
sample,lagin,Medical Sciences > Pharmacology
sample,lagin,Chemistry > Analytical chemistry
sample,lagin,Life sciences > Microbiology
sample,lagin,Life sciences > Cell biology
sample,lagin,Life sciences > Biochemistry and Molecular Biology
sample,lagindu,Physics > Electro-magnetism
sample,lagindu; lagin,Technological Sciences > Telecommunications technology
sample,lagin,Mathematics > Statistics
sample,lagin,Technological Sciences > Environmental technology and engineering
sample,lagin,Chemistry > Physical chemistry
sample,lagin,Medical Sciences > Pharmaceutical Technology
sample,lagin,Economic Sciences > Econometrics
sampling,laginketa; lagintze,Technological Sciences > Telecommunications technology
sampling,alebilketa,Life sciences > Microbiology
sampling,laginketa,Mathematics > Statistics
sampling,laginketa,Technological Sciences > Environmental technology and engineering
sampling,lagin-biltze; laginketa,Chemistry > Analytical chemistry
sampling,laginketa,Economic Sciences > Econometrics
sampling,laginketa,Medical Sciences > Pharmaceutical Technology
sampling,laginketa,Earth and Space Sciences > Geology
sampling rate,laginketa-abiadura; lagintze-abiadura,Technological Sciences > Telecommunications technology
sampling rate,lagintze-maiztasun,Technological Sciences > Computer technology
saturation,asetasun,Medical Sciences > Pharmaceutical Technology
saturation,asetasun; saturazio,Technological Sciences > Electrical technology and engineering
saturation,asetasun; asetasun-egoera,Technological Sciences > Electronic technology
saturation,asetze; saturazio,Technological Sciences > Environmental technology and engineering
scalar product,biderkaketa eskalar,Mathematics > Algebra
scalar product,barne-biderkadura; biderkadura eskalar,Mathematics > Analysis and functional analysis
scalar product,biderketa eskalar,Technological Sciences > Telecommunications technology
scale,eskala,Mathematics > Analysis and functional analysis
scale,balantza,Chemistry > Physical chemistry
scale,eskala; balantza,Physics > General Physics specialities
scale,eskala; eskalan jarri,Technological Sciences > Mechanical engineering and technology
scale,eskala,Medical Sciences > Pharmaceutical Technology
scale,eskala,Technological Sciences > Industrial technology
scale,eskala,Earth and Space Sciences > Geology
scale,eskala,Physics > Aplied Physics
scale,eskalatu,Technological Sciences > Telecommunications technology
scale,eskala,Technological Sciences > Electrical technology and engineering
scale,eskala,Technological Sciences > Projects
scale,eskala,Technological Sciences > Construction technology
scale,eskala,Technological Sciences > Environmental technology and engineering
scale,eskala,Physics > Electro-magnetism
scale,eskala,Technological Sciences > Electronic technology
scale factor,eskalatze-faktore,Technological Sciences > Telecommunications technology
scale factor,eskala-faktore,Physics > General Physics specialities
scatter,barreiatu; dispertsatu,Physics > Electro-magnetism
scatter,dispertsio; sakabanatze,Technological Sciences > Construction technology
scattering,sakabanaketa; sakabanatzea,Physics > Theoretical physics
scattering,barreiadura; dispertsio; sakabanatze,Physics > Electro-magnetism
schedule,kronograma,Technological Sciences > Projects
schedule,plangintza,Technological Sciences > Computer technology
scientific evidence,ebidentzia zientifiko,Medical Sciences > Pharmacology
scientific evidence,froga zientifiko,Physics > Electro-magnetism
scope,esparru,Technological Sciences > Computer technology
scope,irispen; nondik norako; norainoko,Technological Sciences > Projects
screen,ordenadore-pantaila,Technological Sciences > Industrial technology
screen,pantaila,Technological Sciences > Electrical technology and engineering
screen,bahetu,Technological Sciences > Environmental technology and engineering
screen,pantaila,Technological Sciences > Electronic technology
screen,pantailatu,Physics > Aplied Physics
screening,bilaketa sistematiko; screening,Medical Sciences > Microbiology
screening,baheketa,Life sciences > Biochemistry and Molecular Biology
screening,baheketa-prozesu,Medical Sciences > Public health
screening,baheketa,Technological Sciences > Chemical technology and engineering
screening,baheketa; proiektu-baztertze; screening,Technological Sciences > Environmental technology and engineering
seal,estankotasun-juntura,Technological Sciences > Mechanical engineering and technology
seal,zigilu,Medical Sciences > Pharmaceutical Technology
search,bilaketa,Technological Sciences > Computer technology
search,azterketa,Medical Sciences > Pharmaceutical Technology
seasonality,estazionalitate; urtarotasun,Economic Sciences > Econometrics
seasonality,urtarokotasun,Technological Sciences > Environmental technology and engineering
secant line,zuzen sekante,Mathematics > Analysis and functional analysis
secant line,ebakitzaile; lerro ebakitzaile,Technological Sciences > Mechanical engineering and technology
secretion,jariatze; sekrezio,Life sciences > Animal Biology
secretion,jariapen,Life sciences > Cell biology
secretion,jariapen,Life sciences > Microbiology
secretion,jariakin,Life sciences > Human physiology
secretion,jariaketa; jariapen,Medical Sciences > Pharmacology
secretion,jariakin,Medical Sciences > Microbiology
section,sekzio,Physics > Fluids (physics of)
section,sekzio,Technological Sciences > Electrical technology and engineering
section,sekzio,Mathematics > Analysis and functional analysis
section,ebaketa; ebakidura,Technological Sciences > Projects
section,ebakidura; sekzio,Physics > Electro-magnetism
section,ebaki; moztu,Technological Sciences > Mechanical engineering and technology
section,sekzio,Technological Sciences > Industrial technology
section,ebakidura; sekzio,Technological Sciences > Construction technology
sedimentation rate,sedimentazio-tasa,Earth and Space Sciences > Geology
sedimentation rate,jalkiera-abiadura; sedimentazio-abiadura,Technological Sciences > Environmental technology and engineering
seismicity,sismikotasun,Technological Sciences > Environmental technology and engineering
seismicity,sismizitate,Earth and Space Sciences > Geology
selective toxicity,toxikotasun hautakor,Medical Sciences > Microbiology
selective toxicity,toxikotasun selektibo,Medical Sciences > Pharmacology
self-inductance,autoinduktantzia,Physics > Electro-magnetism
self-inductance,autoindukzio; induktantzia,Technological Sciences > Electrical technology and engineering
semiology,semiologia,Technological Sciences > Construction technology
semiology,semiologia erradiologiko,Medical Sciences > Medical diagnostic and Treatment Technology
sensitivity analysis,sentikortasun-analisi,Mathematics > Analysis and functional analysis
sensitivity analysis,sentikortasun-analisi; sentikortasun-azterketa; sentikortasunaren analisi,Economic Sciences > Economic accounting
sensitivity analysis,sentikortasunaren analisi,Mathematics > Operations research
separation,banantze,Physics > General Physics specialities
separation,bereizketa; separazio,Chemistry > Analytical chemistry
separation method,banantze-metodo,Mathematics > Analysis and functional analysis
separation method,banaketa-metodo,Chemistry > Analytical chemistry
sequence,sekuentzia,Life sciences > Biochemistry and Molecular Biology
sequence,sekuentzia,Technological Sciences > Environmental technology and engineering
sequence,segida; sekuentzia,Mathematics > Analysis and functional analysis
sequence,segida,Physics > General Physics specialities
sequence,DNA-sekuentzia; sekuentzia,Life sciences > Cell biology
sequence,sekuentzia,Technological Sciences > Electrical technology and engineering
sequence,progresio; segida,Physics > Electro-magnetism
sequence,segida; sekuentzia,Technological Sciences > Computer technology
sequence,segida,Mathematics > Algebra
series expansion,serieko garapen,Physics > Thermodynamics
series expansion,seriezko garapen,Physics > General Physics specialities
series expansion,serie bidezko garapen; serieen bidezko garapen; seriezko garapen,Mathematics > Analysis and functional analysis
serotype,serotipo,Medical Sciences > Microbiology
serotype,serotipo,Life sciences > Microbiology
serotype,seromota,Medical Sciences > Public health
serum,plasma; serum,Medical Sciences > Microbiology
serum,serum,Life sciences > Biochemistry and Molecular Biology
serum,suero,Life sciences > Cell biology
set,multzo,Mathematics > Statistics
set,multzo,Mathematics > Analysis and functional analysis
set,multzo,Physics > General Physics specialities
set,multzo,Mathematics > Algebra
set,doitu; erregulatu,Technological Sciences > Electrical technology and engineering
settlement,likidazio,Economic Sciences > Organization and management of enterprises
settlement,populaketa; populatze,Technological Sciences > Environmental technology and engineering
sexual contact,kontaktu sexual,Medical Sciences > Microbiology
sexual contact,sexu-ukipen,Medical Sciences > Public health
sexual transmission,sexu-transmisio,Medical Sciences > Public health
sexual transmission,sexu bidezko transmisio,Medical Sciences > Microbiology
shake,irabiatu,Technological Sciences > Food technology
shake,astinaldi,Technological Sciences > Environmental technology and engineering
shape,karrakatu; limatu,Technological Sciences > Mechanical engineering and technology
shape,forma,Technological Sciences > Industrial technology
shear stress,zizaila-esfortzu,Earth and Space Sciences > Geology
shear stress,ebakidura-esfortzu; esfortzu ebakitzailea,Technological Sciences > Construction technology
shear stress,ebakidura-esfortzu; ebakidura-tentsio; tentsio tangentzial,Physics > Mechanics
shear stress,ebakidura-esfortzu,Physics > Fluids (physics of)
sheet,xafla,Physics > Fluids (physics of)
sheet,xafla,Technological Sciences > Electrical technology and engineering
sheet,xafla,Technological Sciences > Industrial technology
sheet,orri,Technological Sciences > Mechanical engineering and technology
sheet,lamina,Medical Sciences > Medical diagnostic and Treatment Technology
sheet,plaka; xafla,Physics > Electro-magnetism
sheet,xafla,Technological Sciences > Environmental technology and engineering
sheet metal,xafla,Technological Sciences > Mechanical engineering and technology
sheet metal,xafla eroale,Physics > Electro-magnetism
shell,maskor,Technological Sciences > Environmental technology and engineering
shell,azal,Technological Sciences > Projects
shell,oskol,Technological Sciences > Construction technology
shell,oskol,Physics > Electro-magnetism
shield,ezkutu,Earth and Space Sciences > Geology
shield,pantailatu,Physics > Aplied Physics
shift,lerrakuntza,Physics > Theoretical physics
shift,txanda,Economic Sciences > Organization and management of enterprises
shift,lerrakuntza,Physics > Electro-magnetism
shift,lerrakuntza,Chemistry > Organic chemistry
shortage,defizit; gabezia,Technological Sciences > Environmental technology and engineering
shortage,eskasia,Medical Sciences > Pharmacology
side,hegal; magal,Technological Sciences > Environmental technology and engineering
side,alde,Physics > Electro-magnetism
side,alde,Technological Sciences > Industrial technology
side,alde,Mathematics > Analysis and functional analysis
sieve,bahe,Technological Sciences > Environmental technology and engineering
sieve,bahe,Medical Sciences > Pharmaceutical Technology
sieve,bahetu,Technological Sciences > Chemical technology and engineering
signal transduction,seinaleen transdukzio,Life sciences > Biochemistry and Molecular Biology
signal transduction,seinale-transdukzio,Life sciences > Cell biology
significance level,adierazgarritasun-maila,Mathematics > Statistics
significance level,esangura-maila,Economic Sciences > Econometrics
silt,limo,Technological Sciences > Environmental technology and engineering
silt,lohi,Earth and Space Sciences > Geology
site plan,kokapen orokorreko plano,Technological Sciences > Projects
site plan,azalpen-plano; kokapen-plano,Technological Sciences > Construction technology
skeletal muscle,eskeleto-gihar,Chemistry > Organic chemistry
skeletal muscle,muskulu eskeletiko,Life sciences > Animal Biology
skin,azal,Life sciences > Animal Biology
skin,larruazal,Life sciences > Microbiology
skin,larruazal,Life sciences > Cell biology
skin,azal,Medical Sciences > Pharmacology
skin,larruazal; azal,Medical Sciences > Pharmaceutical Technology
skin effect,skin efektu,Technological Sciences > Electrical technology and engineering
skin effect,azal-efektu,Physics > Electro-magnetism
slab,geruza,Physics > Electro-magnetism
slab,lauza,Technological Sciences > Mechanical engineering and technology
smooth muscle,gihar leun,Chemistry > Organic chemistry
smooth muscle,muskulu leun; muskulu liso,Life sciences > Animal Biology
smooth muscle,muskulu leun,Life sciences > Human physiology
smooth muscle,muskulu leun,Life sciences > Cell biology
Snell's law,Snell-en legea,Physics > Optics
Snell's law,Descartesen errefrakzioaren legea; errefrakzioaren lege; Snell-en lege; Snellen errefrakzioaren legea,Physics > Electro-magnetism
solid of revolution,biraketa-solido,Technological Sciences > Industrial technology
solid of revolution,biraketa-gorputz,Mathematics > Analysis and functional analysis
solid state,egoera solido,Technological Sciences > Environmental technology and engineering
solid state,egoera solido; solido egoera,Chemistry > Physical chemistry
solid state,solido egoera,Medical Sciences > Pharmaceutical Technology
solution,disoluzio,Physics > Fluids (physics of)
solution,disoluzio,Chemistry > Physical chemistry
solution,ebazpen; soluzio,Mathematics > Analysis and functional analysis
solution,disoluzio; soluzio,Technological Sciences > Environmental technology and engineering
solution,soluzio,Physics > General Physics specialities
solution,soluzio,Mathematics > Operations research
solution,disoluzio,Chemistry > Analytical chemistry
solution,disoluzio,Technological Sciences > Electronic technology
solution,soluzio,Mathematics > Algebra
sound,zunda,Earth and Space Sciences > Metereology and Oceanography
sound,soinu,Physics > Aplied Physics
sound,zunda; soinu,Technological Sciences > Environmental technology and engineering
sound,soinu,Physics > Electro-magnetism
source,iturri,Physics > Electro-magnetism
source,iturri; iturri elektriko,Technological Sciences > Electrical technology and engineering
source,iturri,Physics > Aplied Physics
source,iturri,Technological Sciences > Electronic technology
source,iturburu-puntu,Mathematics > Operations research
source,iturri,Medical Sciences > Pharmaceutical Technology
source,iturri,Chemistry > Analytical chemistry
source,igorle; iturburu; iturri; sorburu,Technological Sciences > Environmental technology and engineering
span,span,Technological Sciences > Telecommunications technology
span,argi,Technological Sciences > Construction technology
specification,espezifikazio,Technological Sciences > Projects
specification,zehaztapen,Economic Sciences > Econometrics
specification,espezifikazio; zehaztapen,Technological Sciences > Computer technology
spectral decomposition,deskoposaketa espektral,Physics > Thermodynamics
spectral decomposition,deskonposizio espektral,Physics > Theoretical physics
spectral density,dentsitate espektral,Physics > Theoretical physics
spectral density,dentsitate espektral,Physics > Thermodynamics
spectral density,dentsitate-espektro,Technological Sciences > Telecommunications technology
spin,spin,Physics > Thermodynamics
spin,spin,Physics > Theoretical physics
spin,spin,Physics > Electro-magnetism
spin,espin,Chemistry > Organic chemistry
spin,spin,Medical Sciences > Medical diagnostic and Treatment Technology
spin,biratu,Technological Sciences > Electrical technology and engineering
spin state,espin egoera,Chemistry > Organic chemistry
spin state,spin-egoera,Physics > Thermodynamics
spinal cord,bizkar-muin,Life sciences > Human physiology
spinal cord,bizkarrezur-muin,Life sciences > Microbiology
spiral,kiribil,Technological Sciences > Mechanical engineering and technology
spiral,espiral,Mathematics > Analysis and functional analysis
spread,barreiadura; sakabanatze,Mathematics > Statistics
spread,hedapen,Life sciences > Microbiology
spread,dispertsio; sakabanatze,Technological Sciences > Construction technology
spring,malguki,Technological Sciences > Industrial technology
spring,malguki,Technological Sciences > Mechanical engineering and technology
spring,malguki,Physics > General Physics specialities
spring,malguki,Medical Sciences > Pharmaceutical Technology
spring,iturburu; iturri,Technological Sciences > Environmental technology and engineering
spring,malguki,Physics > Aplied Physics
square,karratu,Mathematics > Algebra
square,eskuaira,Technological Sciences > Mechanical engineering and technology
square,karratu; lauki,Mathematics > Analysis and functional analysis
square,plaza,Technological Sciences > Projects
stabilizing agent,apar-egonkortzaile,Life sciences > Biochemistry and Molecular Biology
stabilizing agent,agente egonkortzaile; egonkortzaile,Technological Sciences > Environmental technology and engineering
staining,koloreztapen; koloreztapen-prozesu,Life sciences > Cell biology
staining,tindaketa,Medical Sciences > Dentistry
staining,tindaketa; tindatze,Medical Sciences > Microbiology
standard,patroi,Medical Sciences > Pharmaceutical Technology
standard,arau; estandarizazio-arau,Technological Sciences > Mechanical engineering and technology
standard,arau; norma; arau estandar; estandar; norma estandar,Technological Sciences > Projects
standard,patroi,Chemistry > Analytical chemistry
standard,arau estandar; estandar,Technological Sciences > Computer technology
standard deviation,desbideratze estandar,Medical Sciences > Pharmaceutical Technology
standard deviation,desbiderapen tipiko,Economic Sciences > Econometrics
standard deviation,desbiazio estandar; desbideratze estandar; desbideratze tipiko,Life sciences > Biochemistry and Molecular Biology
standard deviation,desbidazio estandar,Chemistry > Analytical chemistry
standard deviation,desbiderapen estandar; desbiderapen tipiko,Technological Sciences > Telecommunications technology
standard deviation,desbideratze estandar; desbideratze normal; dispertsio-koefiziente; sakabanatze-koefiziente,Technological Sciences > Environmental technology and engineering
standard deviation,desbiderapen estandar; desbideratze estandar,Mathematics > Statistics
standard normal distribution,banaketa normal estandarizatua,Mathematics > Statistics
standard normal distribution,"banaketa normal arrunt; banaketa normal simple; N(0,1)",Economic Sciences > Econometrics
standardization,estandarizazio; normalizazio,Technological Sciences > Projects
standardization,estandarizazio,Mathematics > Statistics
standardization,estandarizazio,Technological Sciences > Food technology
standardization,arauketa; normalizazio,Technological Sciences > Industrial technology
standardization,arauketa; normalizazio,Technological Sciences > Mechanical engineering and technology
Staphylococcus,Staphylococcus,Medical Sciences > Microbiology
Staphylococcus,estafilokoko,Medical Sciences > Pharmacology
state,erregimen,Technological Sciences > Electrical technology and engineering
state,erregimen,Technological Sciences > Telecommunications technology
state,erregimen,Physics > Fluids (physics of)
state,egoera,Physics > Electro-magnetism
state,egoera,Technological Sciences > Computer technology
state,egoera,Medical Sciences > Pharmacology
state,egoera,Physics > General Physics specialities
state,egoera,Chemistry > Physical chemistry
state,estadio,Life sciences > Animal Biology
state,egoera,Technological Sciences > Instrumentation technology
state,egoera,Physics > Theoretical physics
state of stress,esfortzu-erregimen,Earth and Space Sciences > Geology
state of stress,tentsio-egoera,Technological Sciences > Construction technology
station,estazio,Physics > Electro-magnetism
station,estazio,Technological Sciences > Telecommunications technology
station,estazio,Economic Sciences > Organization and management of enterprises
station,estazio-puntu,Technological Sciences > Construction technology
stationary phase,fase geldikor,Chemistry > Analytical chemistry
stationary phase,hazkuntza-fase egonkor,Medical Sciences > Microbiology
stationary phase,fase geldikor,Life sciences > Biochemistry and Molecular Biology
stationary phase,fase geldikor; egoera egonkor; egoera geldikor,Technological Sciences > Environmental technology and engineering
steady state,egoera egonkor; egoera iraunkor; erregimen egonkor; erregimen iraunkor,Technological Sciences > Electrical technology and engineering
steady state,erregimen iraunkor,Physics > Fluids (physics of)
steady state,egoera iraunkor; erregimen iraunkor,Physics > Electro-magnetism
steady state,egoera egonkor; erregimen geldikor; erregimen iraunkor,Technological Sciences > Electronic technology
steady state,oreka-egoera,Life sciences > Biochemistry and Molecular Biology
steady state,egoera egonkor; egoera geldikor,Technological Sciences > Environmental technology and engineering
steady state,egoera geldikor,Physics > General Physics specialities
steady-state,egoera geldikor,Technological Sciences > Electrical technology and engineering
steady-state,erregimen iraunkor,Technological Sciences > Telecommunications technology
steam,ur-lurrun,Technological Sciences > Environmental technology and engineering
steam,lurrun,Medical Sciences > Pharmaceutical Technology
step function,Heaviside-ren funtzioa; maila funtzio; unitate-maila funtzio,Technological Sciences > Telecommunications technology
step function,Heaviside-ren urrats funtzio; urrats funtzio,Physics > General Physics specialities
stiffener,indargarri; sendogarri,Technological Sciences > Mechanical engineering and technology
stiffener,errefortzu; nerbio,Technological Sciences > Industrial technology
stimulus,kinada,Life sciences > Animal Biology
stimulus,estimulu; kinada,Life sciences > Cell biology
stimulus,estimulu,Medical Sciences > Pharmacology
stochastic variable,zorizko aldagai,Technological Sciences > Telecommunications technology
stochastic variable,aldagai estokastiko,Physics > Thermodynamics
stock solution,hasierako kontzentrazio; disoluzio-patroi,Chemistry > Analytical chemistry
stock solution,disoluzio ama,Chemistry > Physical chemistry
store,metatu,Technological Sciences > Electrical technology and engineering
store,biltegi,Economic Sciences > Organization and management of enterprises
store,memoria,Technological Sciences > Computer technology
store,biltegi,Medical Sciences > Pharmaceutical Technology
store,metatu,Physics > Aplied Physics
strain,espezie; zepa,Medical Sciences > Pharmacology
strain,andui,Medical Sciences > Microbiology
strain,andui,Life sciences > Microbiology
strain,andui,Life sciences > Biochemistry and Molecular Biology
strap,zinta; zumitz; zumitz-armadura,Technological Sciences > Electrical technology and engineering
strap,uhal,Medical Sciences > Pharmaceutical Technology
strap,zumitz,Technological Sciences > Mechanical engineering and technology
stress,estres,Medical Sciences > Pharmacology
stress,esfortzu,Technological Sciences > Electrical technology and engineering
stress,esfortzu,Earth and Space Sciences > Geology
stress,indar,Medical Sciences > Pharmaceutical Technology
stress,esfortzu; tentsio,Technological Sciences > Construction technology
stress,esfortzu,Physics > Fluids (physics of)
string,korda; soka,Technological Sciences > Construction technology
string,karaktere-kate; kate,Technological Sciences > Computer technology
stroke,garuneko istripu baskular; iktus,Medical Sciences > Pharmacology
stroke,ibiltarte; karrera,Technological Sciences > Mechanical engineering and technology
stroke volume,bolumen sistoliko,Life sciences > Human physiology
stroke volume,sistole-bolumen,Life sciences > Animal Biology
stroke volume,eiekzio-frakzio,Medical Sciences > Pathology
strong acid,azido sendo,Chemistry > Physical chemistry
strong acid,azido indartsu,Life sciences > Biochemistry and Molecular Biology
strong acid,azido indartsu; azido sendo,Technological Sciences > Environmental technology and engineering
strong acid,azido sendo,Chemistry > Analytical chemistry
strong base,base sendo,Chemistry > Analytical chemistry
strong base,base sendo,Chemistry > Physical chemistry
strong base,base gogor,Technological Sciences > Environmental technology and engineering
strong nuclear force,indar nuklear bortitz,Physics > General Physics specialities
strong nuclear force,indar nuklear sendo,Physics > Theoretical physics
structural change,egiturazko aldaketa,Medical Sciences > Pharmacology
structural change,egitura-aldaketa,Economic Sciences > Econometrics
sulfonamide,sulfonamida,Chemistry > Organic chemistry
sulfonamide,sulfamida,Medical Sciences > Microbiology
sunlight,eguzkitiko argi,Physics > General Physics specialities
sunlight,eguzki-argi,Technological Sciences > Environmental technology and engineering
superposition,gainezarmen,Physics > Electro-magnetism
superposition,gainezarpen,Physics > General Physics specialities
superposition,gainezarmen; gainezarpen,Physics > Aplied Physics
superposition,gainjartze,Technological Sciences > Telecommunications technology
superposition,gainezarpen,Technological Sciences > Electrical technology and engineering
superposition,gainezarpen,Technological Sciences > Environmental technology and engineering
superposition principle,gainjartze-printzipio,Technological Sciences > Telecommunications technology
superposition principle,gainezarmenaren printzipio; gainezarpen-printzipio,Technological Sciences > Electronic technology
superposition principle,gainezarmen-printzipio; gainezartze-printzipio,Physics > Theoretical physics
superposition principle,gainezarpen-printzipio; gainezarpenaren printzipioa,Physics > Mechanics
supply,elikadura; hornidura; hornitu,Technological Sciences > Electrical technology and engineering
supply,eskaintza,Mathematics > Operations research
supply,eskaintza,Economic Sciences > General economics
supply,eskaintza,Economic Sciences > Economic theory
supply,horniketa; hornikuntza,Economic Sciences > Organization and management of enterprises
surface,gainazal,Physics > Aplied Physics
surface,gainazal,Physics > Fluids (physics of)
surface,azalera; gainazal,Technological Sciences > Environmental technology and engineering
surface,gainazal; azalera,Physics > General Physics specialities
surface,gainazal,Mathematics > Analysis and functional analysis
surface,gainazal,Technological Sciences > Mechanical engineering and technology
surface,azalera; gainazal; azal,Medical Sciences > Pharmaceutical Technology
surface,gainazal,Technological Sciences > Construction technology
surface,gainazal,Technological Sciences > Industrial technology
surface,azal,Medical Sciences > Medical diagnostic and Treatment Technology
surface,gainazal,Technological Sciences > Electronic technology
surface,gainazal,Physics > Electro-magnetism
surface area,azalera,Technological Sciences > Electronic technology
surface area,azalera,Mathematics > Analysis and functional analysis
surface area,gainazal-azalera,Technological Sciences > Environmental technology and engineering
surface area,azalera,Physics > Electro-magnetism
surface area,azalera,Technological Sciences > Industrial technology
surface wave,azaleko uhin,Technological Sciences > Environmental technology and engineering
surface wave,gainazal-uhin,Physics > Electro-magnetism
surface wind,azaleko haize,Earth and Space Sciences > Metereology and Oceanography
surface wind,gainazal-haize; gainazaleko haize,Technological Sciences > Environmental technology and engineering
survey,galdetegi; ingurumen-faktoreen gaineko galdetegi,Technological Sciences > Environmental technology and engineering
survey,zundaketa,Technological Sciences > Projects
survey,lur-neurketa,Technological Sciences > Construction technology
survey,zundaldi,Economic Sciences > Econometrics
survival,biziraupen,Life sciences > Microbiology
survival,bizi iraupen; bizi-iraupen; bizi-itxaropen,Medical Sciences > Pharmacology
susceptible population,populazio gaitzikor; populazio infektabera,Life sciences > Microbiology
susceptible population,populazio gaixokor,Medical Sciences > Microbiology
suspension,esekidura,Life sciences > Cell biology
suspension,suspentsio,Life sciences > Biochemistry and Molecular Biology
suspension,esekidura,Medical Sciences > Pharmaceutical Technology
